longitude,latitude,slope_degrees,elevation_m,event_datetime,temperature_2m_C,soil_temperature_level_1_C,soil_temperature_level_2_C,precip_hourly_mm,precip_3h_mm,precip_1d_mm,precip_3d_mm,landslide
11.3032,43.3491,2.584437812347306,339.3154602050781,2013-10-22 00:00:00,16.354600000000005,16.247299999999996,16.67855000000003,0.0441223399999999,0.0955611479999973,49.98267519289998,55.23118420605001,1
7.4146,46.965,13.02863376210266,565.7852172851562,2016-05-14 00:00:00,8.739860000000022,8.838220000000035,9.599150000000009,0.2746936,0.7059043400000202,15.974784400000011,51.4647198175,1
6.5662,45.8358,3.9054927302687052,1015.4635009765625,2015-05-03 00:00:00,4.622029999999995,0.1659200000000282,0.2035999999999944,2.0284206,6.273061099999987,19.84141769983001,95.87583987288,1
11.1463,46.8621,55.806126219261216,1645.1944580078125,2014-11-16 00:00:00,-1.4000599999999963,2.4159200000000283,2.588040000000035,2.030015,8.345694299999995,19.220460189999997,21.638525290549985,1
13.8188,47.8734,58.3161089894055,642.8528442382812,2007-12-01 00:00:00,1.7131600000000162,4.582730000000026,4.9131700000000365,0.034093857,0.2044886369999866,4.4845431306000165,4.6363144376,1
9.4192,46.0539,37.94493248902472,962.5286254882812,2013-12-26 06:00:00,1.2690000000000057,0.3644700000000398,0.376700000000028,2.4158359000000003,8.552119200000027,75.22311060000001,102.64169732423,1
13.5114,43.6263,3.179806387751051,3.244368076324463,2013-08-22 08:44:00,24.30215000000004,26.837980000000016,24.01910000000004,0.0,0.0,0.0008813444719893,7.536189920290995,1
9.8792,44.1473,6.4940287692488186,179.1308135986328,2010-10-31 23:00:00,15.425440000000036,14.267100000000028,13.835300000000018,2.0863265,6.776839499999976,74.6937394,77.6457667083636,1
6.658183,46.51108985,9.932209865397425,428.3702392578125,2017-02-19 18:25:00,7.58322000000004,4.768200000000036,4.771839999999997,0.0,-1.192120202220446e-05,0.0039309261218008,4.818869849644013,1
11.3032,43.3491,2.584437812347306,339.3154602050781,1973-09-26 14:00:00,18.90115000000003,19.12002000000001,18.155970000000025,1.0207593,4.399746699999992,39.539548105,226.333061603,0
11.3032,43.3491,2.584437812347306,339.3154602050781,1965-09-03 06:00:00,14.462820000000022,16.337850000000003,17.962180000000046,1.9530356,5.051262700000007,22.1755614801354,142.9811709501354,0
11.3032,43.3491,2.584437812347306,339.3154602050781,1966-11-06 07:00:00,11.964750000000038,11.20236,11.454980000000036,0.02464652,0.2598799800000069,2.990728598039996,132.21065603428002,0
11.3032,43.3491,2.584437812347306,339.3154602050781,2012-11-13 16:00:00,15.113850000000014,15.067960000000028,14.738460000000032,0.01603365,0.219151376,33.57157480559998,121.1291815356,0
11.3032,43.3491,2.584437812347306,339.3154602050781,1965-09-28 23:00:00,12.630580000000007,14.766099999999994,16.61130000000003,0.07196888,3.260027580000006,62.53077598,109.1061118363,0
12.3009,43.3135,7.517824059503256,253.0928955078125,1980-11-06 15:00:00,10.594449999999997,10.700900000000049,10.502830000000015,0.4779472999999999,2.1388232999999945,20.42411284200001,119.186342892,0
12.3009,43.3135,7.517824059503256,253.0928955078125,1950-10-27 09:00:00,7.742330000000038,10.346150000000025,11.86596000000003,0.08702278,0.2385927340000013,26.023949444,92.354452804,0
12.3009,43.3135,7.517824059503256,253.0928955078125,1965-09-03 10:00:00,15.142800000000022,16.676230000000032,17.474630000000047,2.0353645,8.6974958,33.61374127000001,91.98491545,0
