event_date,event_time,longitude,latitude,slope_degrees,elevation_m
11/15/2014 11:00:00 PM,,8.5968,45.9,20.376783720856285,201.39990234375
07/22/2016 12:00:00 AM,,7.599044836,46.27197927,48.23838249183684,1917.321533203125
05/15/2010 11:00:00 PM,,11.2603,44.3189,3.2962827729547,177.6022186279297
08/27/2015 08:30:00 AM,,6.8171,45.8549,34.27959416801484,3146.449462890625
03/09/2014 12:00:00 AM,,8.4163,44.2136,37.233494314942895,19.83201789855957
05/30/2008 12:00:00 AM,,7.376,45.7513,29.565915243119417,731.72607421875
12/26/2013 12:00:00 AM,,8.9042,44.4979,8.653082885216158,92.0865249633789
05/02/2015 12:00:00 AM,,6.8971,45.9291,33.021478977442946,1500.1715087890625
07/13/2014 12:00:00 AM,,7.289,46.8769,1.412905378026811,596.493896484375
06/19/2013 10:00:00 PM,,13.6488,47.562,9.673034880927135,516.7612915039062
04/08/2013 12:00:00 AM,,12.3009,43.3135,7.517824059503256,253.0928955078125
05/14/2013 12:00:00 AM,,12.5392,47.0015,5.525692643353884,981.8986206054688
06/02/2013 12:00:00 AM,,12.9525,47.2943,7.499377688523072,791.932373046875
05/02/2015 09:00:00 AM,,6.8446,45.8694,25.755732156760857,2569.06005859375
10/31/2010 11:00:00 PM,,10.1432,44.0493,39.46630605703903,239.12232971191406
11/16/2014 02:30:00 AM,,8.9804,46.0365,10.877104288937463,416.9903259277344
11/01/2010 12:00:00 AM,,7.829,43.862,18.939729968041476,179.32867431640625
11/05/2014 06:00:00 PM,,8.8353,46.0155,28.74411459519808,645.4491577148438
06/02/2013 09:00:00 AM,,8.8888,47.2185,20.57473729910321,417.4398498535156
10/31/2010 11:00:00 PM,,10.127,44.0513,14.008801287043747,98.90286254882812
11/04/2014 12:00:00 AM,,7.2412,43.8214,17.831099324149818,305.651611328125
05/30/2008 12:00:00 AM,,7.1526,44.8098,35.79010060130011,727.2167358398438
10/26/2011 12:00:00 AM,,9.7197,44.2231,4.431710086748338,101.94728088378906
10/19/2015 09:25:00 AM,,7.4654,46.1013,50.97484787550774,2684.5126953125
09/03/2013 12:00:00 AM,,11.4988,47.0272,39.14095239861464,1253.0595703125
08/21/2010 12:00:00 AM,,11.5224,47.422,55.094306972792346,1440.093505859375
02/27/2015 12:00:00 AM,,6.5319,45.3401,22.458086202825317,1717.908447265625
10/22/2013 12:00:00 AM,,11.3032,43.3491,2.584437812347306,339.3154602050781
05/14/2016 12:00:00 AM,,7.4146,46.965,13.02863376210266,565.7852172851562
05/03/2015 12:00:00 AM,,6.5662,45.8358,3.9054927302687052,1015.4635009765625
11/16/2014 12:00:00 AM,,11.1463,46.8621,55.806126219261216,1645.1944580078125
12/01/2007 12:00:00 AM,,13.8188,47.8734,58.3161089894055,642.8528442382812
12/26/2013 06:00:00 AM,,9.4192,46.0539,37.94493248902472,962.5286254882812
08/22/2013 08:44:00 AM,,13.5114,43.6263,3.179806387751051,3.244368076324463
10/31/2010 11:00:00 PM,,9.8792,44.1473,6.4940287692488186,179.1308135986328
02/19/2017 06:25:00 PM,,6.658183,46.51108985,9.932209865397425,428.3702392578125
